location,date,zika_bool,max_temp,max_temp1,max_temp2,mean_temp,mean_temp1,mean_temp2,min_temp,min_temp1,min_temp2,dew_point,dew_point1,dew_point2,precipitation,precipitation1,precipitation2,wind,wind1,wind2,density_per_km,airport_dist_any,airport_dist_large,mosquito_dist,gdp,gdp_ppp
Nicaragua-Granada,2016-05-05,1,35.0,35.0,36.0,30.0,31.0,31.0,26.0,27.0,26.0,23.0,23.0,21.0,0.0,0.0,0.0,10.0,10.0,16.0,193.20333862304688,0.08762433169354188,11.879818463693514,0.14456617629353616,12.7,32.1
Colombia-Barranquilla-Barranquilla,2016-06-25,1,90.0,33.0,33.0,83.0,29.0,29.0,77.0,24.0,25.0,77.0,25.0,26.0,0.0,1.02,0.51,7.0,12.0,9.0,9729.59375,0.013695481041529022,24.676850589441585,0.0016931616415303509,291.5,666.9
Colombia-Huila-Santa_Maria,2016-06-11,1,34.0,33.0,93.0,30.0,29.0,86.0,26.0,26.0,80.0,24.0,25.0,77.0,2.55,5.08,0.04,6.0,7.0,4.0,282.2861328125,0.014884346327379755,31.455449006127324,0.3931236637273786,291.5,666.9
Colombia-Norte_Santander-Sardinata,2016-06-25,1,90.0,33.0,35.0,83.0,29.0,30.0,77.0,26.0,25.0,66.0,18.0,18.0,0.59,17.53,1.02,14.0,27.0,24.0,16.805450439453125,0.10758561243299955,13.259890206433013,0.15681001243300144,291.5,666.9
Colombia-Antioquia-San_Andres_De_Cuerquia,2016-04-30,1,27.0,31.0,27.0,22.0,25.0,22.0,18.0,19.0,18.0,17.0,16.0,17.0,0.0,0.0,0.0,6.0,8.0,5.0,46.73814392089844,0.4877390236249995,7.226100123624953,0.24744984362498346,291.5,666.9
Colombia-Bolivar-Soplaviento,2016-02-06,1,32.0,88.0,88.0,27.0,82.0,82.0,22.0,76.0,76.0,23.0,74.0,73.0,0.0,0.0,0.0,13.0,8.0,9.0,145.0684051513672,0.1448176872626142,19.776829843262572,0.11842659666261293,291.5,666.9
Panama-Kuna_Yala-Carti_Sugdup,2016-04-11,1,37.0,36.0,37.0,30.0,30.0,29.0,24.0,25.0,24.0,20.0,21.0,21.0,0.0,0.0,0.0,8.0,14.0,7.0,19.993396759033203,0.23081443848999686,2.2416656164900193,8.587769400489954,54.3,91.1
Colombia-Norte_Santander-El_Carmen,2016-06-25,1,42.050000000000004,50.599999999999994,50.8,35.1,44.599999999999994,40.150000000000006,28.15,38.65,30.5,29.299999999999997,34.050000000000004,31.5,1.2105000000000001,0.6765000000000001,1.1900000000000013,8.7,10.600000000000001,9.85,8.269972801208496,0.045779827599997706,14.978752667600016,1.2319258275999991,291.5,666.9
Colombia-Santander-Sucre,2016-03-12,1,73.62,74.46000000000001,41.24,65.36,66.2,35.56,56.68,56.519999999999996,29.880000000000003,55.78,56.620000000000005,28.46,0.105,0.37800000000000006,0.336,6.16,5.58,7.16,27.961681365966797,0.23692212861800271,17.240456944617986,2.813401874618001,291.5,666.9
Colombia-Bogota-La_Candelaria_La_Candelaria,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.016516442396810927,0.016516442396810927,0.15879562699680938,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Bolivar-San_Cristobal,2016-05-21,1,93.0,33.0,33.0,87.0,30.0,29.0,81.0,26.0,26.0,80.0,26.0,26.0,0.0,38.1,11.94,6.0,10.0,10.0,169.1943817138672,0.2039740727210018,20.405895652720936,0.11888362672100095,291.5,666.9
Colombia-Caqueta-San_Jose_Del_Fragua,2016-05-21,1,73.5,24.0,73.75,66.0,24.0,72.57142857142857,59.25,24.0,58.75,60.0,24.0,58.75,0.0,0.0,0.0,8.0,5.0,6.75,13.083183288574219,0.2344026544529832,7.8165485368530145,0.21007019825297818,291.5,666.9
Colombia-Sucre-San_Benito_Abad,2016-04-16,1,66.99,68.17,44.980000000000004,58.22,59.4,38.62,48.86,49.04,32.260000000000005,48.81,49.989999999999995,30.67,0.1475,0.531,0.47200000000000003,5.82,5.41,6.82,26.076091766357422,0.15931855322499583,18.666396563224975,2.0859846852250024,291.5,666.9
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Mexico-Distrito_Federal,2015-11-28,0,72.0,74.0,73.0,62.0,63.0,64.0,53.0,52.0,54.0,49.0,49.0,47.0,0.0,0.0,0.05,5.0,5.0,7.0,14325.6171875,0.0037579269632892136,0.0037579269632892136,0.4176413593632904,1169.6,2270.7
Guatemala-Quiche,2016-02-23,1,22.0,21.0,16.0,17.0,17.0,13.0,13.0,13.0,10.0,14.0,15.0,11.0,0.0,0.0,0.0,10.0,6.0,6.0,92.34140014648438,0.3315650558708822,7.942549074270879,1.6241362294708843,63.8,126.2
Dominican_Republic-Azua-Compostela,2016-02-06,1,31.0,86.0,87.0,25.0,77.0,77.0,20.0,69.0,67.0,20.0,70.0,70.0,0.0,0.0,0.0,14.0,10.0,8.0,3252.601806640625,0.18933920505333862,1.1362294488533204,1.8756091154533594,68.2,149.9
Colombia-Magdalena-Chibolo,2016-01-30,1,82.2,82.6,36.4,74.6,75.0,31.6,66.8,66.2,26.8,64.8,65.2,25.6,0.05,0.18000000000000002,0.16,6.6,5.8,7.6,42.62583923339844,0.6025939150250039,23.587246725025025,0.34080761502500306,291.5,666.9
Colombia-Sucre-Tolu,2016-05-07,1,33.0,33.0,35.0,29.0,29.0,30.0,24.0,24.0,25.0,25.0,25.0,26.0,13.97,2.54,0.0,2.0,3.0,4.0,133.13632202148438,0.02804605975400131,14.661534127753997,0.5851377557539998,291.5,666.9
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Santander-Concepcion,2016-05-28,1,74.0,76.0,22.0,65.0,65.0,18.0,56.0,55.0,13.0,57.0,56.0,14.0,1.61,0.18,26.16,4.0,4.0,5.0,35.369972229003906,0.08029808217000145,4.095228672169981,0.09501733817000314,291.5,666.9
Ecuador-Galapagos-Santa_Cruz,2016-03-30,1,88.0,87.0,86.0,84.0,83.0,83.0,80.0,78.0,78.0,76.0,75.0,75.0,0.0,0.0,0.0,7.0,9.0,9.0,2.7774698734283447,89.8398668247078,137.4579008273079,104.582762666908,99.3,184.8
Colombia-Bogota-Kennedy_Americas,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.005024726629,0.005024726629,0.10338088862900208,291.5,666.9
Brazil-Roraima,2016-05-21,1,87.0,29.0,29.0,80.0,25.0,26.0,73.0,22.0,22.0,70.0,21.0,21.0,0.05,9.14,8.64,7.0,8.0,6.0,0.3885240852832794,1.9302526446884474,149.58965319228867,0.05414252388844959,1799.7,3224.4
Colombia-Narino-Los_Andes,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.01659215995873818,0.01659215995873818,0.1636691497587254,291.5,666.9
Colombia-Tolima-Planadas,2016-06-18,1,32.0,33.0,33.0,28.0,28.0,28.0,23.0,23.0,22.0,18.0,19.0,21.0,0.51,0.25,6.61,10.0,7.0,6.0,19.874561309814453,0.18350004557001098,4.504760779570021,0.8315837615699707,291.5,666.9
Colombia-Huila-Campoalegre,2016-05-14,1,33.0,34.0,32.0,28.0,29.0,28.0,23.0,24.0,23.0,21.0,21.0,22.0,0.0,8.89,4.07,7.0,6.0,7.0,91.58766174316406,0.07123441124420037,5.459416518444192,1.2091751800441957,291.5,666.9
Colombia-Santander-Lebrija,2016-06-25,1,78.0,26.0,27.0,71.0,22.0,22.0,64.0,18.0,18.0,66.0,19.0,19.0,0.73,7.87,6.1,4.0,8.0,8.0,98.76829528808594,0.0012482885480000286,6.670439060548004,0.007860156548001257,291.5,666.9
Colombia-Caldas-Palestina,2016-06-11,1,21.0,21.0,70.0,17.0,17.0,63.0,14.0,13.0,58.0,13.0,14.0,58.0,0.0,0.0,0.0,8.0,7.0,4.0,128.70855712890625,0.024999644499999304,2.279279124499987,0.24627394450000015,291.5,666.9
Colombia-Santander-Albania,2016-01-09,0,88.0,91.0,92.0,81.0,84.0,85.0,74.0,78.0,78.0,72.0,71.0,70.0,0.0,0.0,0.0,10.0,16.0,15.0,65.84765625,0.015619414449999532,44.13248697845003,0.1398639604500007,291.5,666.9
Colombia-Santander-Cimitarra,2016-05-07,1,30.0,32.0,33.0,27.0,28.0,29.0,23.0,23.0,25.0,24.0,24.0,25.0,19.81,0.76,4.31,3.0,3.0,5.0,20.17599868774414,0.5225219661358103,2.6416845501358104,0.2003595267358091,291.5,666.9
Colombia-Bolivar-Maria_La_Baja,2016-01-09,1,89.0,89.0,91.0,83.0,83.0,84.0,77.0,76.0,77.0,75.0,74.0,74.0,0.0,0.0,0.0,7.0,6.0,6.0,125.76260375976562,0.25401178994600204,17.47842397994595,0.14080244394599728,291.5,666.9
Colombia-Meta-Mesetas,2016-04-23,1,31.0,30.0,30.0,26.0,26.0,27.0,21.0,22.0,23.0,22.0,22.0,22.0,22.61,23.12,1.53,4.0,4.0,5.0,4.267838478088379,0.7128125416259993,1.753063233626001,0.4381529876259984,291.5,666.9
Colombia-Atlantico-Soledad,2016-06-25,1,90.0,33.0,33.0,83.0,29.0,29.0,77.0,24.0,25.0,77.0,25.0,26.0,0.0,1.02,0.51,7.0,12.0,9.0,16292.470703125,0.0010581878029596418,24.420300510602935,9.099380295985142e-05,291.5,666.9
Colombia-Caldas-Salamina,2016-01-09,0,73.0,72.0,72.0,67.0,68.0,67.0,61.0,64.0,61.0,56.0,57.0,56.0,0.0,0.0,0.0,6.0,5.0,5.0,42.82763671875,0.13910837633999967,2.2846702483399906,0.6688901363400007,291.5,666.9
Colombia-Guainia-Puerto_Colombia,2016-01-09,0,93.0,90.0,90.0,84.0,83.0,84.0,76.0,76.0,78.0,76.0,75.0,75.0,0.0,0.0,0.0,9.0,11.0,11.0,462.7320556640625,0.041140685136997854,23.36965799313696,0.005367967137000623,291.5,666.9
Guatemala-Sacatepequez,2016-03-26,1,27.0,27.0,26.0,13.0,19.0,20.0,0.0,11.0,15.0,15.0,16.0,16.0,0.0,0.0,0.0,23.0,16.0,16.0,1192.45361328125,0.036234666887768566,4.122227981087769,2.0631891670877947,63.8,126.2
Colombia-Bogota-San_Cristobal_Sociego,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.019133308316051433,0.019133308316051433,0.1445586837160565,291.5,666.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Norte_Santander-La_Playa,2016-06-04,1,46.56,54.120000000000005,48.16,39.72,48.120000000000005,38.28,32.88,42.28,29.4,34.36,38.56,30.4,1.1676,0.6908000000000001,3.258000000000001,8.04,9.719999999999999,9.52,38.59788513183594,0.02462058354600213,13.160872651546011,0.7230834375459961,291.5,666.9
Colombia-Norte_Santander-Cachira,2016-03-26,1,36.0,33.0,31.0,31.0,29.0,27.0,25.0,24.0,24.0,20.0,21.0,21.0,0.0,8.89,0.0,11.0,9.0,8.0,21.091773986816406,0.3225257021609913,10.447384802161032,0.3206841981610069,291.5,666.9
Colombia-Guajira-Urumita,2016-01-16,1,97.0,97.0,95.0,85.0,86.0,85.0,73.0,75.0,76.0,64.0,68.0,67.0,0.0,0.0,0.0,11.0,10.0,12.0,105.7090835571289,0.07148913349299796,35.593432083493,0.1360149034930038,291.5,666.9
Colombia-Bogota-Engativa_Engativa,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.59912109375,0.001289234000000907,0.001289234000000907,0.13307999400000445,291.5,666.9
Colombia-Sucre-Majagual,2016-06-18,1,54.12,55.96,52.239999999999995,44.36,46.199999999999996,44.56,33.68,34.52,36.88,35.28,37.12,34.96,0.23,0.8280000000000001,0.736,5.16,5.08,6.16,38.131553649902344,0.6006449083010057,14.971296810300986,2.5750589163009803,291.5,666.9
Colombia-Cundinamarca-San_Bernardo,2016-02-20,1,96.0,35.0,35.0,86.0,30.0,29.0,75.0,24.0,23.0,76.0,24.0,24.0,0.0,0.0,0.0,2.0,5.0,4.0,53.832984924316406,0.11000700534567778,13.382440382145713,0.3942689413456768,291.5,666.9
Nicaragua-Nueva_Segovia-Ocotal,2016-02-11,1,33.0,34.0,33.0,27.0,28.0,28.0,22.0,23.0,22.0,19.0,21.0,19.0,0.0,0.0,0.0,18.0,15.0,14.0,606.1177978515625,2.314024524328402,6.647964317928333,1.9552594943284114,12.7,32.1
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Meta-Uribe,2016-04-23,1,34.0,32.0,33.0,28.0,28.0,28.0,23.0,23.0,23.0,21.0,22.0,22.0,2.54,4.06,4.06,4.0,4.0,5.0,3.193146228790283,0.9735488250019896,2.181141695001999,0.897604313001997,291.5,666.9
Colombia-Antioquia-Concordia,2016-06-18,1,29.0,28.0,28.0,23.0,22.0,23.0,17.0,17.0,18.0,14.0,15.0,17.0,0.0,0.0,0.0,4.0,8.0,7.0,124.53290557861328,0.1313459117570056,4.905960507756989,0.12938205975699904,291.5,666.9
Colombia-Valle_Del_Cauca-Florida,2016-06-18,1,30.0,31.0,30.0,24.0,25.0,24.0,18.0,19.0,18.0,19.0,19.0,20.0,0.0,0.76,0.51,7.0,7.0,7.0,165.15792846679688,0.07063885621021229,6.267490546010176,0.09757432561020923,291.5,666.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Antioquia-Mutata,2016-05-28,1,90.0,91.0,32.0,83.0,84.0,28.0,76.0,77.0,24.0,78.0,77.0,24.0,1.22,0.1,0.0,4.0,4.0,8.0,18.64676284790039,0.4005863967249925,11.704419962725016,0.8186574647249978,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Cesar-Valledupar,2016-06-25,1,94.0,35.0,35.0,85.0,30.0,30.0,77.0,24.0,24.0,71.0,22.0,23.0,2.14,0.0,1.02,8.0,12.0,7.0,138.6951904296875,0.0015806944982599757,34.13488221889828,0.32779963549826574,291.5,666.9
Ecuador-Los_Rios-Quevedo,2016-03-30,1,68.0,68.0,67.0,60.0,58.0,59.0,51.0,48.0,51.0,55.0,54.0,55.0,0.16,0.0,0.38,5.0,10.0,7.0,1025.641845703125,0.7263603853660076,0.7263603853660076,6.67859986696602,99.3,184.8
Ecuador-Canar,2016-04-06,1,71.0,72.0,71.0,63.0,64.0,63.0,54.0,56.0,56.0,55.0,54.0,53.0,0.43,0.28,0.01,4.0,4.0,5.0,190.8298797607422,0.11098652841705912,2.833089852017062,2.5938861522170646,99.3,184.8
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Cundinamarca-Ubala,2016-06-04,1,29.0,86.0,86.0,25.0,78.0,79.0,21.0,71.0,71.0,22.0,72.0,72.0,6.09,1.42,0.54,2.0,2.0,4.0,22.858238220214844,0.33761220673000136,0.37629193673001177,0.3614438507299997,291.5,666.9
Colombia-Cundinamarca-Nocaima,2016-05-21,1,68.0,19.0,19.0,60.0,14.0,15.0,51.0,10.0,10.0,50.0,10.0,11.0,0.0,0.0,0.0,7.0,9.0,9.0,85.78996276855469,0.18943970224999301,0.18943970224999301,0.19245961225000013,291.5,666.9
Colombia-Boyaca-Guacamayas,2016-01-09,0,91.7,92.22,40.28,81.83,82.83,34.24,71.83,72.44,28.2,63.26,65.35,25.46,0.1391,0.0,0.0,5.74,3.26,5.61,26.620424270629883,0.5476846043299799,5.801185252330048,0.8076132503300163,291.5,666.9
Colombia-Caldas-Aguadas,2016-02-27,1,72.0,75.0,23.0,65.0,66.0,18.0,57.0,57.0,13.0,58.0,57.0,13.0,0.28,0.37,8.13,3.0,4.0,5.0,26.562015533447266,0.31078515378099997,2.527429957780994,0.38779272378099716,291.5,666.9
Colombia-Norte_Santander-Bochalema,2016-06-18,1,33.0,35.0,34.0,29.0,30.0,29.0,26.0,25.0,25.0,18.0,18.0,20.0,17.53,1.02,2.03,27.0,24.0,20.0,45.618770599365234,0.11815151742499914,10.717271105425024,0.13783482942499992,291.5,666.9
Colombia-Cundinamarca-La_Mesa,2016-06-25,1,66.0,19.0,19.0,57.0,13.0,13.0,48.0,9.0,8.0,48.0,8.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,279.45074462890625,0.10474428980500622,0.10474428980500622,5.3413804999769106e-05,291.5,666.9
Colombia-Bolivar-Magangue,2016-05-07,1,62.7,64.1,47.4,53.6,55.0,40.6,43.8,44.2,33.8,44.3,45.7,32.1,0.17500000000000002,0.6300000000000001,0.56,5.6,5.3,6.6,172.19482421875,0.010593539949050497,20.973237592149044,1.6881884563490408,291.5,666.9
Colombia-Santander-Matanza,2016-06-18,1,26.0,27.0,26.0,22.0,22.0,22.0,18.0,18.0,18.0,19.0,19.0,19.0,7.87,6.1,4.83,8.0,8.0,8.0,47.048362731933594,0.06690500616400158,8.147743814164016,0.05016970616399947,291.5,666.9
Panama-Metro-Bethania,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,4776.39794921875,0.0020349018960498597,0.02522994829605068,8.663928436896013,54.3,91.1
Colombia-Antioquia-Girardota,2016-05-28,1,84.0,87.0,27.0,75.0,76.0,22.0,66.0,65.0,18.0,61.0,59.0,17.0,0.0,0.0,0.0,6.0,6.0,6.0,720.173583984375,0.045083294972998275,4.506605982972985,0.013675068973000463,291.5,666.9
Colombia-Santander-El_Playon,2016-06-04,1,26.0,80.0,81.0,22.0,73.0,74.0,18.0,67.0,67.0,19.0,68.0,69.0,4.83,0.05,0.47,8.0,5.0,5.0,80.62263488769531,0.11832251652499999,8.55531885252502,0.0930536785250023,291.5,666.9
Brazil-Amapa,2016-05-28,1,91.0,90.0,32.0,84.0,83.0,29.0,78.0,77.0,25.0,78.0,78.0,26.0,0.04,0.56,33.02,5.0,5.0,7.0,281.2562561035156,1.590868239948501,17.64234893794853,0.1770422609485003,1799.7,3224.4
Haiti-Ouest-Delmas,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,24117.15625,0.001491529723719884,6.962466624923747,0.0007929521237197418,8.7,18.8
Colombia-Norte_Santander-Durania,2016-06-25,1,90.0,33.0,35.0,83.0,29.0,30.0,77.0,26.0,25.0,66.0,18.0,18.0,0.59,17.53,1.02,14.0,27.0,24.0,18.338985443115234,0.06630238034220944,11.298699197342232,0.0889048619422104,291.5,666.9
Brazil-Sergipe,2016-05-21,1,84.0,29.0,30.0,79.0,27.0,27.0,73.0,24.0,24.0,72.0,22.0,22.0,0.0,0.0,0.0,8.0,13.0,14.0,105.86270141601562,0.26766345681916964,6.35480376501917,0.004392900019170269,1799.7,3224.4
Nicaragua-Rivas,2016-05-05,1,35.0,35.0,36.0,30.0,31.0,31.0,26.0,27.0,26.0,23.0,23.0,21.0,0.0,0.0,0.0,10.0,10.0,16.0,163.64163208007812,0.6207443121857087,14.48553095458572,0.2823472163857014,12.7,32.1
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Guatemala-Santa_Rosa,2016-03-26,1,27.0,27.0,26.0,13.0,19.0,20.0,0.0,11.0,15.0,15.0,16.0,16.0,0.0,0.0,0.0,23.0,16.0,16.0,173.44650268554688,0.17540987137324762,2.30453050337328,1.6326597447732554,63.8,126.2
Colombia-Norte_Santander-Cacota,2016-01-09,0,82.0,84.0,85.0,74.0,75.0,75.0,66.0,66.0,66.0,68.0,66.0,65.0,0.04,0.01,0.0,4.0,5.0,5.0,13.242433547973633,0.31438971483400624,8.85146878483403,0.2531957628340075,291.5,666.9
Colombia-Bolivar-San_Jacinto,2016-05-07,1,33.0,33.0,35.0,29.0,29.0,30.0,24.0,24.0,25.0,25.0,25.0,26.0,13.97,2.54,0.0,2.0,3.0,4.0,42.405731201171875,0.2792186556650001,18.75216654966499,0.366761379665,291.5,666.9
Ecuador-Pichincha-Mejia,2016-03-30,1,68.0,68.0,67.0,60.0,58.0,59.0,51.0,48.0,51.0,55.0,54.0,55.0,0.16,0.0,0.38,5.0,10.0,7.0,76.48725891113281,0.15868520529898014,0.15868520529898014,3.5562100186989953,99.3,184.8
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Sucre-Los_Palmitos,2016-06-18,1,33.0,33.0,32.0,28.0,28.0,28.0,23.0,23.0,23.0,25.0,24.0,25.0,38.1,42.93,29.21,1.0,1.0,2.0,94.24706268310547,0.002482182535999933,17.00474173853597,0.889227066535999,291.5,666.9
Colombia-Cundinamarca-Sibate,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,442.9566650390625,0.05970315367699769,0.05970315367699769,0.06540197367700136,291.5,666.9
Colombia-Caldas-Marulanda,2016-01-09,0,73.0,72.0,72.0,67.0,68.0,67.0,61.0,64.0,61.0,56.0,57.0,56.0,0.0,0.0,0.0,6.0,5.0,5.0,8.757612228393555,0.10685822314381271,1.5772857535437907,0.37518001714380417,291.5,666.9
Colombia-Bogota-Tunjuelito_Tunjuelito,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.01782561281799958,0.01782561281799958,0.11622410281798752,291.5,666.9
Colombia-Valle_Del_Cauca-Palmira,2016-06-25,1,86.0,30.0,31.0,77.0,24.0,25.0,67.0,18.0,19.0,66.0,19.0,19.0,0.04,0.0,0.76,5.0,7.0,7.0,359.47503662109375,0.007222141251731926,5.978174187851678,0.057394162851731066,291.5,666.9
Mexico-Baja_California_Sur,2015-11-28,0,82.0,82.0,84.0,74.0,72.0,75.0,67.0,63.0,66.0,63.0,59.0,62.0,0.0,0.0,0.0,5.0,8.0,8.0,0.69289231300354,0.10424421892540946,9.694003974525415,9.665453821725432,1169.6,2270.7
Colombia-Antioquia-Anori,2016-01-09,0,82.78,84.39,34.19,74.91,76.65,28.93,67.17,68.04,24.41,68.17,67.17,22.8,0.8183,2.5209,17.460900000000002,6.48,8.09,12.44,14.78940200805664,0.38737955821299613,6.6248804022129715,0.04250762821300092,291.5,666.9
Colombia-Meta-Vistahermosa,2016-06-18,1,27.0,30.0,29.0,23.0,25.0,25.0,20.0,21.0,21.0,21.0,21.0,22.0,34.29,4.06,6.09,2.0,3.0,2.0,5.954460144042969,0.9348406438329965,2.633465111833007,0.7261594518329998,291.5,666.9
Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,2016-04-20,1,77.0,71.0,72.0,65.0,63.0,63.0,54.0,54.0,54.0,54.0,55.0,55.0,0.0,0.49,0.0,5.0,5.0,4.0,367.63079833984375,0.6835392796784704,0.6835392796784704,5.67589929947848,99.3,184.8
Colombia-Magdalena-Santa_Ana,2016-05-21,1,60.36,61.879999999999995,48.72,51.08,52.599999999999994,41.68,41.04,41.56,34.64,41.84,43.36,32.88,0.19,0.684,0.608,5.48,5.24,6.48,42.17991638183594,0.07731704545700296,21.53267008345699,1.6492596434570024,291.5,666.9
Colombia-Santander-Mogotes,2016-01-09,0,82.0,84.0,85.0,74.0,75.0,75.0,66.0,66.0,66.0,68.0,66.0,65.0,0.04,0.01,0.0,4.0,5.0,5.0,20.504806518554688,0.47128040697800067,4.52716964897801,0.4257390949780019,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Antioquia-Santo_Domingo,2016-05-28,1,74.0,76.0,22.0,65.0,65.0,18.0,56.0,55.0,13.0,57.0,56.0,14.0,1.61,0.18,26.16,4.0,4.0,5.0,60.77382278442383,0.16072766228500618,4.166956592284972,0.1589877882850001,291.5,666.9
Panama-Metro-Pueblo_Nuevo,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,7561.4921875,0.0036022273604001407,0.019988538160399808,8.578841154160349,54.3,91.1
